Wall time,Step,Value
1704246726.929903,1,79.41999816894531
1704247340.994579,352,67.4800033569336
1704247903.327948,664,68.68000030517578
1704248522.540943,967,73.87999725341797
1704249071.835564,1294,70.5199966430664
1704249666.899153,1600,76.27999877929688
1704250251.128254,1930,71.26000213623047
1704250813.174355,2245,73.23999786376953
1704251379.104227,2559,72.62000274658203
1704251942.368809,2877,72.5999984741211
1704252517.540068,3194,74.08000183105469
1704253083.183146,3519,71.36000061035156
1704253682.227616,3831,70.26000213623047
1704254244.765002,4149,71.13999938964844
1704254786.260796,4461,70.05999755859375
1704255339.845067,4767,72.0
1704255840.47904,5079,65.16000366210938
1704256361.060911,5363,67.9800033569336
1704256873.656759,5653,66.16000366210938
1704257392.992157,5942,64.13999938964844
1704258018.145836,6224,71.27999877929688
1704258636.821206,6548,68.0999984741211
1704259435.115828,6858,71.0
1704260003.531213,7204,63.15999984741211
1704260513.88782,7491,65.0999984741211
1704261082.782224,7779,74.27999877929688
1704261587.176345,8102,66.08000183105469
1704262113.623137,8390,69.4000015258789
1704262645.747269,8691,70.0
1704263199.003549,8995,70.86000061035156
1704263758.688431,9308,72.87999725341797
1704264292.158469,9623,69.37999725341797
1704264893.757996,9925,66.31999969482422
1704265580.243603,10232,71.5
1704266273.627234,10558,70.5
1704266858.997576,10891,66.58000183105469
1704267392.82187,11195,66.13999938964844
1704267983.012528,11487,66.45999908447266
1704268564.294293,11793,70.69999694824219
1704269091.381269,12109,66.27999877929688
1704269609.711863,12401,65.9000015258789
1704270180.927449,12693,68.83999633789062
1704270821.25965,13000,66.9000015258789
1704271402.608893,13313,70.62000274658203
1704271935.743577,13625,63.880001068115234
1704272429.35567,13911,62.939998626708984
1704272954.321931,14189,68.77999877929688
1704273472.641074,14486,68.18000030517578
1704273949.494758,14780,62.459999084472656
1704274437.080116,15051,64.33999633789062
1704274942.171286,15329,66.54000091552734
1704275442.921145,15617,66.31999969482422
1704275974.931927,15904,68.37999725341797
1704276570.762471,16202,63.29999923706055
1704277136.947267,16496,66.31999969482422
1704277691.176936,16794,71.16000366210938
1704278204.326547,17100,65.68000030517578
1704278751.424629,17386,70.05999755859375
1704279314.129384,17688,71.80000305175781
1704279908.269148,18001,72.5199966430664
1704280460.335567,18321,68.66000366210938
1704280963.365435,18621,64.31999969482422
1704281501.700246,18904,68.12000274658203
1704282085.8696,19203,69.5199966430664
1704282714.751054,19513,74.13999938964844
1704283278.180944,19846,71.86000061035156
1704283820.654116,20160,70.94000244140625
1704284315.518287,20467,65.05999755859375
1704284842.87443,20749,68.86000061035156
1704285350.594975,21051,66.66000366210938
1704285920.733335,21340,74.44000244140625
1704286458.850294,21665,70.4800033569336
1704286968.414231,21972,67.18000030517578
1704287552.737885,22262,70.54000091552734
1704288139.413611,22575,61.959999084472656
1704288706.233882,22864,69.41999816894531
1704289264.022132,23172,70.30000305175781
1704289801.53993,23480,68.0199966430664
1704290349.756026,23777,69.31999969482422
1704290888.98024,24081,67.76000213623047
1704291395.165932,24380,64.18000030517578
1704291950.718952,24661,70.5199966430664
1704292494.284715,24968,68.94000244140625
1704292988.857898,25270,62.7599983215332
1704293534.931875,25544,69.95999908447266
1704294105.569628,25846,72.91999816894531
1704294648.069871,26164,69.0999984741211
1704295156.172942,26464,64.4800033569336
1704295676.116619,26745,66.41999816894531
1704296207.947668,27033,67.76000213623047
1704296747.990105,27329,69.04000091552734
1704297276.123261,27628,67.55999755859375
1704297792.683621,27920,65.04000091552734
1704298321.497608,28208,67.63999938964844
1704298885.525958,28501,72.41999816894531
1704299429.203097,28814,69.04000091552734
1704299944.195679,29117,65.77999877929688
1704300506.598018,29403,71.54000091552734
1704301056.905916,29714,70.16000366210938
1704301606.744365,30021,69.58000183105469
1704302162.971073,30327,69.0
