Wall time,Step,Value
1704246726.938318,1,0.04052920639514923
1704247341.005611,352,0.019264807924628258
1704247903.335806,664,0.011894593015313148
1704248522.551037,967,0.022314567118883133
1704249071.867503,1294,0.02419161982834339
1704249666.907946,1600,0.02657482400536537
1704250251.137332,1930,0.04653847590088844
1704250813.183077,2245,0.027908043935894966
1704251379.11378,2559,0.030973220244050026
1704251942.376439,2877,0.025517664849758148
1704252517.549177,3194,0.013591530732810497
1704253083.192844,3519,0.027805522084236145
1704253682.235665,3831,0.019454527646303177
1704254244.773224,4149,0.012350463308393955
1704254786.269722,4461,0.02153855934739113
1704255339.852218,4767,0.013502825051546097
1704255840.485414,5079,0.003269736422225833
1704256361.079155,5363,0.011867678724229336
1704256873.666828,5653,0.009942082688212395
1704257393.009362,5942,0.002424665493890643
1704258018.155282,6224,0.012346392497420311
1704258636.837204,6548,0.013493970967829227
1704259435.137615,6858,0.03228842094540596
1704260003.549881,7204,0.010997192934155464
1704260513.906892,7491,0.003448896575719118
1704261082.801526,7779,0.02845657803118229
1704261587.183993,8102,0.01432714145630598
1704262113.63093,8390,0.02211953140795231
1704262645.753028,8691,0.011770176701247692
1704263199.011092,8995,0.018731554970145226
1704263758.69861,9308,0.0271941926330328
1704264292.171952,9623,0.009805204346776009
1704264893.765748,9925,0.012035628780722618
1704265580.252561,10232,0.035759054124355316
1704266273.63191,10558,0.01725219376385212
1704266859.02389,10891,0.012155307456851006
1704267392.830568,11195,0.008087537251412868
1704267983.020612,11487,0.00997319258749485
1704268564.304145,11793,0.016035152599215508
1704269091.398356,12109,0.005056104622781277
1704269609.720109,12401,0.010527477599680424
1704270180.938621,12693,0.016624990850687027
1704270821.268839,13000,0.010416898876428604
1704271402.616052,13313,0.00798451341688633
1704271935.762808,13625,0.010706311091780663
1704272429.374197,13911,0.006875574588775635
1704272954.329625,14189,0.022348958998918533
1704273472.646465,14486,0.01998770795762539
1704273949.502533,14780,0.008744362741708755
1704274437.087983,15051,0.017172351479530334
1704274942.181448,15329,0.004535723011940718
1704275442.929694,15617,0.005479895509779453
1704275974.96269,15904,0.010285675525665283
1704276570.771671,16202,0.0038110429886728525
1704277136.95683,16496,0.02103656344115734
1704277691.200238,16794,0.021451372653245926
1704278204.345919,17100,0.004765629768371582
1704278751.443906,17386,0.04307397082448006
1704279314.133889,17688,0.012241057120263577
1704279908.287789,18001,0.015320022590458393
1704280460.349833,18321,0.030654998496174812
1704280963.380145,18621,0.008292732760310173
1704281501.707012,18904,0.01844622753560543
1704282085.879642,19203,0.010468823835253716
1704282714.766839,19513,0.010092643089592457
1704283278.187579,19846,0.0077034905552864075
1704283820.662922,20160,0.008999073877930641
1704284315.526704,20467,0.005120133049786091
1704284842.888289,20749,0.014481734484434128
1704285350.603825,21051,0.015448663383722305
1704285920.749289,21340,0.019145207479596138
1704286458.858853,21665,0.010389461182057858
1704286968.432646,21972,0.014233150519430637
1704287552.763604,22262,0.009290154092013836
1704288139.422865,22575,0.011708117090165615
1704288706.246036,22864,0.008722665719687939
1704289264.038282,23172,0.020969050005078316
1704289801.548154,23480,0.006648597773164511
1704290349.765068,23777,0.03904516249895096
1704290888.988949,24081,0.026630384847521782
1704291395.180037,24380,0.018234187737107277
1704291950.738253,24661,0.01666325516998768
1704292494.293548,24968,0.025661977007985115
1704292988.866528,25270,0.005106726195663214
1704293534.948079,25544,0.013561692088842392
1704294105.58973,25846,0.0207239780575037
1704294648.076127,26164,0.013772815465927124
1704295156.180917,26464,0.0
1704295676.123518,26745,0.00695864949375391
1704296207.965106,27033,0.007759859319776297
1704296748.008453,27329,0.01312086172401905
1704297276.130457,27628,0.017710695043206215
1704297792.687547,27920,0.00649259053170681
1704298321.505729,28208,0.012691729702055454
1704298885.532715,28501,0.015576799400150776
1704299429.220839,28814,0.023399459198117256
1704299944.203878,29117,0.008239571936428547
1704300506.607108,29403,0.028704117983579636
1704301056.912985,29714,0.02079070918262005
1704301606.75289,30021,0.0036536692641675472
1704302162.97924,30327,0.008087596856057644
1704302716.04827,30629,0.006016101222485304
1704303288.099994,30921,0.013561362400650978
1704303889.726192,31224,0.013213257305324078
1704304425.386245,31542,0.009862455539405346
1704304993.464968,31825,0.015072978101670742
1704305579.670317,32122,0.008343477733433247
1704306097.427276,32432,0.0067559219896793365
1704306681.026026,32707,0.018025455996394157
1704307275.205003,33014,0.026267653331160545
1704307845.199213,33325,0.011765597388148308
1704308452.163207,33625,0.03044852428138256
1704308998.437229,33946,0.004207883030176163
1704309595.671036,34228,0.013604079373180866
1704310161.39119,34543,0.009130988270044327
1704310761.169557,34833,0.018962200731039047
1704311330.474521,35149,0.004362841602414846
1704311880.193653,35438,0.013717614114284515
1704312417.786432,35738,0.011305649764835835
1704312934.670193,36036,0.010191861540079117
1704313477.364072,36322,0.022216634824872017
1704314011.138243,36624,0.0262500811368227
1704314579.751326,36919,0.015220523811876774
1704315110.256423,37234,0.004996034782379866
1704315671.548842,37526,0.01232997514307499
1704316198.176876,37836,0.01142194401472807
1704316701.590469,38128,0.0026096405927091837
1704317223.695333,38407,0.002909361384809017
1704317780.369201,38695,0.01904771476984024
1704318312.808191,39003,0.00047149445163086057
1704318829.440717,39297,0.010440420359373093
1704319395.932989,39585,0.02306411601603031
1704319935.963377,39898,0.013167062774300575
1704323008.717644,40001,0.005954201333224773
1704323649.482315,40295,0.01927158422768116
1704324262.958594,40624,0.009762505069375038
1704324818.996909,40933,0.009767897427082062
1704325366.16477,41221,0.0004004859074484557
1704325934.731761,41502,0.0
1704326506.123009,41788,0.010208409279584885
1704327106.063476,42090,0.00678899185732007
1704327654.109114,42399,0.006311047822237015
1704328232.06909,42686,0.026927843689918518
1704328870.541629,43001,0.0027999263256788254
1704329399.525171,43297,0.0025515600573271513
1704329931.326877,43576,0.008882627822458744
1704330477.281686,43866,0.016972500830888748
1704331049.787819,44165,0.011414842680096626
1704332001.03026,44476,0.008319837972521782
1704332601.806128,44820,0.004512086044996977
1704333143.581051,45116,0.007361304480582476
1704333672.301654,45410,0.010102442465722561
1704334178.622402,45700,0.004298410844057798
1704334725.358272,45980,0.012203074991703033
1704335268.265621,46284,0.011983209289610386
1704335842.151238,46586,0.018323251977562904
1704336376.799632,46890,0.0163583867251873
1704336889.752868,47183,0.00550071382895112
1704337382.482645,47467,0.004215679131448269
1704337933.820373,47740,0.02089967578649521
1704338505.175092,48040,0.003027878934517503
1704339055.741915,48335,0.006831659935414791
1704339615.031892,48625,0.0010952147422358394
1704340116.985107,48916,0.0
1704340654.98329,49193,0.012640218250453472
1704341222.154537,49474,0.005828132852911949
1704341747.916999,49774,0.00037154240999370813
1704342284.686766,50062,0.0027993370313197374
1704342810.355094,50358,0.004492659121751785
1704343314.015673,50650,0.0002581131993792951
1704343813.283342,50932,0.014781178906559944
1704344337.929692,51211,0.004782326053828001
1704344887.416755,51505,0.009321640245616436
1704345407.42467,51810,0.015121670439839363
1704345921.994345,52102,0.009010945446789265
1704346427.984782,52389,0.0030908253975212574
1704346927.590873,52671,0.006776245776563883
1704347460.768394,52950,0.00919076707214117
1704347985.249175,53243,0.0008938386454246938
1704348646.548983,53524,0.013279763050377369
1704349181.028437,53847,0.0014391402946785092
1704349730.445618,54132,0.014511942863464355
1704350292.933055,54429,0.012459389865398407
1704350985.469712,54733,0.017051193863153458
1704351582.739031,55054,0.01332754734903574
1704352108.407465,55350,0.006550343241542578
1704352637.813771,55633,0.006884165573865175
1704353165.449826,55923,0.011832548305392265
1704353699.056237,56214,0.01542141754180193
1704354226.707605,56509,0.011894420720636845
1704354735.482798,56801,0.005517370533198118
1704355270.282774,57077,0.00405515031889081
1704355807.869536,57364,0.0024218845646828413
1704356341.969353,57654,0.005328238010406494
1704356861.891939,57948,0.005269956309348345
1704357383.030457,58234,0.0013351491652429104
1704357927.351551,58520,0.011289707385003567
1704358477.973509,58814,0.005697873421013355
1704358997.574537,59110,0.01168098859488964
1704359502.057797,59386,0.015500866807997227
1704360023.28214,59665,0.011808491311967373
1704360512.613331,59955,0.011561652645468712
1704361030.573181,60228,0.012047413736581802
1704361576.985546,60518,0.014381437562406063
1704362093.502754,60823,0.0
1704362625.495451,61111,0.014387332834303379
1704363137.66845,61407,0.010971701703965664
1704363680.344264,61692,0.0026535356882959604
1704364176.902086,61996,0.006830183323472738
1704364695.793541,62272,0.015315108932554722
1704365220.194459,62561,0.010579965077340603
1704365746.622059,62854,0.0029242620803415775
1704366304.880571,63130,0.005132320802658796
1704366879.443771,63430,0.014514688402414322
1704367407.603161,63730,2.9148846806492656e-05
1704367985.205264,64008,0.008732945658266544
1704368506.34075,64313,0.011513175442814827
1704369021.924494,64602,0.0008722363854758441
1704369577.607147,64877,0.005104048177599907
1704370075.356573,65170,0.0
1704370561.744217,65445,0.006799874361604452
1704371097.581381,65714,0.025257140398025513
1704371616.364187,66013,0.009682615287601948
1704372133.676303,66304,0.008924603462219238
1704372656.893711,66593,0.019237836822867393
1704373186.736308,66885,0.012773131020367146
1704373714.576116,67184,0.007341552991420031
1704374226.78549,67477,0.00802379660308361
1704374746.233112,67759,0.0066042388789355755
1704375270.739693,68047,0.0028561034705489874
1704375788.48236,68335,0.002740795025601983
1704376302.855464,68624,0.003238377161324024
1704376831.903162,68911,0.011069550178945065
1704377361.333071,69206,0.00467379717156291
1704377873.111104,69501,0.0029068738222122192
1704378419.500195,69787,0.012449368834495544
1704378933.337029,70093,0.010532376356422901
1704379422.290245,70380,0.006684286519885063
1704379941.538754,70652,0.01637473702430725
1704380429.730935,70942,0.0
1704380940.023847,71215,0.003688578959554434
1704381421.59562,71499,0.005595536436885595
1704381930.736277,71767,0.014806913211941719
1704382454.476001,72052,0.007033043075352907
1704382956.401569,72345,0.0038604699075222015
1704383441.587598,72627,0.0002971752837765962
1704383985.718152,72898,0.022468551993370056
1704384497.885245,73204,0.01296814251691103
1704384999.686764,73492,0.0009222191292792559
1704385515.912233,73773,0.010580985806882381
1704386011.225918,74062,0.011435621418058872
1704386511.494546,74340,0.007572963833808899
1704387026.731179,74620,0.021008476614952087
1704387563.198604,74910,0.023568354547023773
1704388090.015551,75212,0.0
1704388624.241881,75507,0.010686120949685574
1704389156.516717,75807,0.006427006796002388
1704389685.629474,76105,0.010349582880735397
1704390194.28622,76400,0.00669221393764019
1704390781.625841,76687,0.017802134156227112
1704391308.064467,77015,0.003365076147019863
1704391828.970467,77312,0.005792681127786636
1704392323.152169,77603,0.0055602374486625195
1704392843.075379,77880,0.014948906376957893
1704393343.428675,78172,0.00475437892600894
1704393834.655331,78452,0.0010710242204368114
1704394344.647817,78726,0.0018153402488678694
1704394881.987665,79013,0.010988776572048664
1704395377.014304,79313,0.01034772489219904
1704395899.059853,79591,0.007816988974809647
1704396437.380237,79882,0.012981162406504154
1704396914.072056,80185,0.0040769814513623714
1704397436.40527,80452,0.012081035412847996
1704397946.69716,80745,0.005992293823510408
1704398459.511393,81031,0.007322219666093588
1704398967.598282,81317,0.007710114121437073
1704399468.271628,81602,0.0016013924032449722
1704399979.137439,81883,0.0029628451447933912
1704400508.555735,82169,0.014041374437510967
1704401030.007254,82466,0.014492940157651901
1704401557.616861,82759,0.004559673368930817
1704402059.518705,83054,0.004134235437959433
1704402572.33324,83335,0.009009325876832008
1704403082.066654,83623,0.00340343383140862
1704403571.485285,83910,0.0025160000659525394
1704404102.962269,84185,0.010996702127158642
1704404619.643441,84482,0.018161920830607414
1704405128.145336,84772,0.008610226213932037
1704405640.357967,85057,3.4066313673974946e-05
1704406157.902462,85345,0.002773461164906621
1704406656.526036,85633,0.006369948852807283
