Wall time,Step,Value
1704246726.930866,1,28.076292037963867
1704247340.995558,352,29.87271499633789
1704247903.328953,664,31.205081939697266
1704248522.542545,967,28.935842514038086
1704249071.836819,1294,28.39101219177246
1704249666.900012,1600,29.308637619018555
1704250251.129081,1930,26.504484176635742
1704250813.175299,2245,28.193174362182617
1704251379.105311,2559,30.315948486328125
1704251942.369619,2877,29.056787490844727
1704252517.541141,3194,30.976558685302734
1704253083.184345,3519,29.408288955688477
1704253682.228586,3831,30.116783142089844
1704254244.766128,4149,30.453371047973633
1704254786.261852,4461,30.230987548828125
1704255339.845894,4767,30.085613250732422
1704255840.479802,5079,30.723169326782227
1704256361.062602,5363,29.25588607788086
1704256873.657878,5653,29.83514976501465
1704257392.993035,5942,30.589996337890625
1704258018.147155,6224,29.563716888427734
1704258636.824779,6548,29.647138595581055
1704259435.116955,6858,27.500581741333008
1704260003.532386,7204,29.76123809814453
1704260513.888842,7491,31.725439071655273
1704261082.78343,7779,28.415477752685547
1704261587.177241,8102,30.013134002685547
1704262113.623954,8390,28.780712127685547
1704262645.748233,8691,30.253488540649414
1704263199.004491,8995,29.223093032836914
1704263758.689809,9308,28.16373062133789
1704264292.159672,9623,30.538511276245117
1704264893.758908,9925,30.770734786987305
1704265580.2448,10232,27.767724990844727
1704266273.627778,10558,30.000598907470703
1704266858.998547,10891,30.077518463134766
1704267392.822896,11195,30.178964614868164
1704267983.013426,11487,29.745655059814453
1704268564.295412,11793,30.018253326416016
1704269091.382253,12109,31.557554244995117
1704269609.712781,12401,30.621299743652344
1704270180.928509,12693,30.44485855102539
1704270821.260593,13000,31.150278091430664
1704271402.60957,13313,31.432781219482422
1704271935.744943,13625,30.078493118286133
1704272429.356534,13911,30.203203201293945
1704272954.322898,14189,28.853994369506836
1704273472.64178,14486,30.029083251953125
1704273949.495687,14780,29.855627059936523
1704274437.081061,15051,29.392358779907227
1704274942.172687,15329,30.500614166259766
1704275442.922571,15617,31.196828842163086
1704275974.933273,15904,30.276222229003906
1704276570.764027,16202,29.952510833740234
1704277136.948224,16496,29.355430603027344
1704277691.178282,16794,29.781137466430664
1704278204.327449,17100,31.32967185974121
1704278751.425885,17386,27.41012954711914
1704279314.129893,17688,31.553707122802734
1704279908.270322,18001,30.090219497680664
1704280460.336841,18321,27.794801712036133
1704280963.366519,18621,30.139591217041016
1704281501.701277,18904,28.827390670776367
1704282085.870628,19203,30.095895767211914
1704282714.751878,19513,31.32472038269043
1704283278.181985,19846,31.076065063476562
1704283820.655303,20160,31.459386825561523
1704284315.519168,20467,31.870742797851562
1704284842.875583,20749,30.47881317138672
1704285350.595732,21051,31.576570510864258
1704285920.737493,21340,29.732757568359375
1704286458.851283,21665,31.766151428222656
1704286968.415438,21972,29.981369018554688
1704287552.740292,22262,30.245649337768555
1704288139.415024,22575,30.81233787536621
1704288706.235411,22864,32.02859115600586
1704289264.023079,23172,30.49445915222168
1704289801.5408,23480,31.07209014892578
1704290349.757091,23777,27.527421951293945
1704290888.981217,24081,28.677719116210938
1704291395.166949,24380,29.900373458862305
1704291950.7207,24661,30.181346893310547
1704292494.285656,24968,29.036197662353516
1704292988.858885,25270,31.772960662841797
